trial;start_time;rt;correct;fact_id;question;context_1;context_2;answer;chosen_context;encounter_2;reading_time;fogetting_rate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;1833256.0;2505.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.5503906250000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
127;1840396.0;3342.0;TRUE;13;tevreden;Mijn baas was erg <b>tevreden</b> over het resultaat.;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;satisfied;Mijn baas was erg <b>tevreden</b> over het resultaat.;FALSE;875.6;0.328125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;1846876.0;1277.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.5500000000000002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
129;1850676.0;1370.0;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;TRUE;934.1;0.3648437499999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;1854899.0;1065.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.5457031250000002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;1859192.0;1238.0;TRUE;1;verschrikkelijk;Ik vind het <b>verschrikkelijk</b> om voor een groep te spreken.;Het was een <b>verschrikkelijke</b> dag.;terrible;awful;horrible;dreadful;Het was een <b>verschrikkelijke</b> dag.;TRUE;1090.1;0.3242187499999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;1863040.0;1053.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.5328125000000002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;1867783.0;2906.0;TRUE;10;onverschillig;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;Ze leek heel <b>onverschillig</b>,maar dat viel uiteindelijk mee.;indifferent;onverschillig;FALSE;1012.1;0.3265625;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;1874535.0;1506.0;TRUE;13;tevreden;Mijn baas was erg <b>tevreden</b> over het resultaat.;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;satisfied;Mijn baas was erg <b>tevreden</b> over het resultaat.;FALSE;875.6;0.327734375;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;1878900.0;2227.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.5332031250000002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;1884127.0;4414.0;TRUE;10;onverschillig;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;Ze leek heel <b>onverschillig</b>,maar dat viel uiteindelijk mee.;indifferent;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;FALSE;1012.1;0.32695312499999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;1891416.0;1138.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.48359375000000027;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;1895214.0;1123.0;TRUE;15;nieuwsgierig;Ik was vroeger een heel <b>nieuwsgierig</b> kind.;Ik ben <b>nieuwsgierig</b> naar de resultaten van het onderzoek.;curious;nieuwsgierig;FALSE;797.6;0.22382812499999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;1899209.0;2334.0;TRUE;13;tevreden;Mijn baas was erg <b>tevreden</b> over het resultaat.;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;satisfied;Mijn baas was erg <b>tevreden</b> over het resultaat.;FALSE;875.6;0.35234375000000007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;1904540.0;1030.0;TRUE;18;vreugde;Het optreden bracht haar intense <b>vreugde</b>.;De <b>vreugde</b> van kinderen is aanstekelijk.;joy;vreugde;FALSE;778.1;0.2007812500000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;1907975.0;3027.0;TRUE;10;onverschillig;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;Ze leek heel <b>onverschillig</b>,maar dat viel uiteindelijk mee.;indifferent;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;FALSE;1012.1;0.32734374999999993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;1914701.0;1913.0;TRUE;13;tevreden;Mijn baas was erg <b>tevreden</b> over het resultaat.;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;satisfied;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;FALSE;875.6;0.3519531250000001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;1919469.0;1158.0;TRUE;16;ongemakkelijk;Het was een beetje <b>ongemakkelijk</b> op de dansvloer.;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;awkward;Ik voel me <b>ongemakkelijk</b> bij dit gesprek.;TRUE;934.1;0.4339843750000003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;1923206.0;1113.0;TRUE;7;verwarring;De fout op de poster zorgde voor veel <b>verwarring</b>.;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;confusion;Tegenstrijdige berichten leiden tot <b>verwarring</b>.;TRUE;934.1;0.31523437499999996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;1927528.0;1009.0;TRUE;11;blinken;Nieuwe munten <b>blinken</b> nog.;De sterren <b>blinken</b> in de nacht.;shine;to shine;blinken;FALSE;485.6;0.15117187499999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;1930653.0;956.0;TRUE;8;scheren;Ik moet iedere morgen opnieuw de stoppels van mijn gezicht <b>scheren</b>.;Mijn vader heeft me geleerd hoe ik moet <b>scheren</b>.;shave;to shave<b>;scheren;FALSE;1285.1;0.11953124999999998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;1933872.0;6315.0;TRUE;10;onverschillig;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;Ze leek heel <b>onverschillig</b>,maar dat viel uiteindelijk mee.;indifferent;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;FALSE;1012.1;0.3769531249999999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;1943169.0;2959.0;TRUE;13;tevreden;Mijn baas was erg <b>tevreden</b> over het resultaat.;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;satisfied;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;TRUE;875.6;0.36796875000000007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;1949539.0;9334.0;TRUE;10;onverschillig;Ik ben <b>onverschillig</b> tegenover de mening van anderen.;Ze leek heel <b>onverschillig</b>,maar dat viel uiteindelijk mee.;indifferent;Ze leek heel <b>onverschillig</b>,maar dat viel uiteindelijk mee.;FALSE;1012.1;0.42499999999999993;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;1961775.0;2706.0;TRUE;13;tevreden;Mijn baas was erg <b>tevreden</b> over het resultaat.;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;satisfied;Hij is niet snel <b>tevreden</b>,hij is erg kritisch.;TRUE;875.6;0.36835937500000004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
